loan_id,' no_of_dependents',' education',' self_employed',' income_annum',' loan_amount',' loan_term',' cibil_score',' residential_assets_value',' commercial_assets_value',' luxury_assets_value',' bank_asset_value',' loan_status'
3151,3,' Graduate',' No',2100000,7700000,6,703,700000,4000000,8200000,1300000,' Approved'
1109,4,' Graduate',' No',8100000,19000000,6,375,4100000,14500000,19100000,11900000,' Rejected'
4158,0,' Graduate',' No',2400000,5300000,16,482,5500000,4200000,8400000,2600000,' Rejected'
1416,0,' Graduate',' Yes',2300000,6000000,8,690,5500000,2900000,6000000,2000000,' Approved'
2528,5,' Not Graduate',' Yes',1700000,5200000,16,820,1700000,1200000,4000000,1000000,' Approved'
2054,1,' Not Graduate',' Yes',2600000,6600000,20,765,2100000,200000,5200000,1300000,' Approved'
876,1,' Not Graduate',' Yes',1700000,4500000,20,480,200000,600000,5400000,1900000,' Rejected'
2593,2,' Not Graduate',' No',3300000,11700000,14,439,4000000,6300000,8300000,1700000,' Rejected'
1605,5,' Not Graduate',' Yes',1500000,5500000,4,414,800000,1400000,2900000,1200000,' Approved'
2960,5,' Graduate',' No',9000000,24200000,4,646,12400000,5500000,18100000,11900000,' Approved'
3429,1,' Graduate',' Yes',1600000,5300000,4,713,1400000,1400000,4900000,1300000,' Approved'
3995,2,' Not Graduate',' Yes',7000000,22500000,12,632,12500000,4600000,20400000,4900000,' Approved'
311,3,' Not Graduate',' No',6400000,24400000,4,483,7800000,2400000,19100000,4500000,' Approved'
3677,2,' Not Graduate',' Yes',7900000,16100000,18,318,17300000,2900000,29900000,9300000,' Rejected'
1979,0,' Not Graduate',' Yes',3900000,9600000,10,783,9900000,2100000,10900000,3900000,' Approved'
1030,2,' Not Graduate',' Yes',9500000,37000000,8,887,21800000,18300000,19200000,11700000,' Approved'
401,4,' Graduate',' No',5400000,15700000,18,452,13700000,2600000,16500000,6600000,' Rejected'
3963,3,' Graduate',' Yes',500000,1900000,18,618,-100000,600000,1000000,400000,' Approved'
474,5,' Graduate',' Yes',8200000,23500000,12,402,15100000,1500000,24300000,5800000,' Rejected'
717,3,' Graduate',' No',6800000,21200000,2,433,10700000,1900000,23200000,6300000,' Approved'
2617,2,' Not Graduate',' No',7600000,16700000,20,692,9900000,9600000,25100000,7400000,' Approved'
1073,1,' Not Graduate',' No',6200000,19500000,20,448,3300000,7100000,22400000,8000000,' Rejected'
1597,1,' Not Graduate',' Yes',8100000,26900000,6,522,23000000,2100000,18700000,4200000,' Rejected'
3990,3,' Not Graduate',' No',2400000,8200000,10,531,6800000,1900000,5700000,2000000,' Rejected'
2407,5,' Graduate',' No',2900000,9800000,12,588,5900000,2300000,6800000,2900000,' Approved'
1430,5,' Not Graduate',' No',6600000,25800000,10,670,4600000,7200000,20600000,8500000,' Approved'
7,5,' Graduate',' No',8700000,33000000,4,678,22500000,14800000,29200000,4300000,' Approved'
1196,3,' Not Graduate',' Yes',7000000,19200000,4,768,8600000,13700000,19200000,7700000,' Approved'
3462,1,' Graduate',' Yes',4200000,11300000,4,704,4700000,2800000,14900000,4000000,' Approved'
2310,0,' Not Graduate',' No',6600000,25600000,8,718,12600000,12200000,21700000,9000000,' Approved'
3518,0,' Not Graduate',' No',6900000,22900000,10,313,5600000,9300000,26200000,8000000,' Rejected'
3098,1,' Graduate',' Yes',7100000,19300000,16,738,7200000,0,24300000,3600000,' Approved'
3210,5,' Graduate',' No',700000,1800000,10,650,1300000,100000,1500000,300000,' Approved'
2904,5,' Graduate',' Yes',8100000,22500000,2,808,4800000,6100000,16900000,6000000,' Approved'
2960,5,' Graduate',' No',9000000,24200000,4,646,12400000,5500000,18100000,11900000,' Approved'
61,2,' Not Graduate',' No',8500000,18900000,18,478,23800000,16300000,25900000,11400000,' Rejected'
1515,3,' Graduate',' No',4700000,17400000,10,393,12400000,5300000,18700000,5300000,' Rejected'
1845,2,' Graduate',' Yes',8000000,28400000,10,607,11400000,3800000,29000000,11600000,' Approved'
3990,3,' Not Graduate',' No',2400000,8200000,10,531,6800000,1900000,5700000,2000000,' Rejected'
458,5,' Graduate',' Yes',8400000,17500000,12,620,15300000,13600000,26000000,5800000,' Approved'
1749,2,' Graduate',' No',4200000,10200000,14,407,5900000,4500000,12000000,2500000,' Rejected'
2406,3,' Not Graduate',' No',2600000,8100000,2,421,4200000,3100000,6200000,2500000,' Approved'
572,0,' Graduate',' No',4700000,17500000,2,701,5400000,2300000,11700000,7000000,' Approved'
2890,0,' Not Graduate',' Yes',1800000,6500000,12,728,3500000,0,6100000,1900000,' Approved'
1472,3,' Not Graduate',' No',6600000,21400000,10,467,15200000,6000000,20300000,5200000,' Rejected'
979,2,' Not Graduate',' No',2400000,8800000,18,421,3200000,1500000,6700000,1400000,' Rejected'
1058,0,' Graduate',' Yes',3800000,11200000,20,479,1100000,6400000,12000000,5400000,' Rejected'
3750,0,' Not Graduate',' No',7900000,26200000,18,845,14200000,14700000,27400000,6300000,' Approved'
2157,4,' Graduate',' No',3800000,10400000,10,833,7500000,2500000,14100000,4200000,' Approved'
1305,2,' Graduate',' Yes',9400000,24800000,14,513,24200000,18200000,37200000,7500000,' Rejected'
202,2,' Not Graduate',' Yes',3800000,8900000,16,389,200000,5600000,12200000,2200000,' Rejected'
808,3,' Not Graduate',' Yes',3300000,12700000,16,608,3600000,6200000,12600000,4500000,' Approved'
940,3,' Not Graduate',' Yes',4700000,12800000,16,740,2200000,8600000,11700000,6100000,' Approved'
4123,3,' Graduate',' No',7800000,21800000,8,517,7700000,5100000,19500000,9100000,' Rejected'
2193,1,' Graduate',' Yes',7700000,16900000,6,621,22600000,7900000,27400000,10200000,' Approved'
856,4,' Graduate',' No',7000000,18900000,6,475,1300000,6100000,14700000,5200000,' Rejected'
2118,5,' Not Graduate',' Yes',4100000,9000000,6,581,6600000,1500000,11300000,3400000,' Approved'
143,0,' Graduate',' Yes',5500000,16700000,18,829,5500000,1300000,12800000,5900000,' Approved'
292,1,' Graduate',' Yes',5800000,19500000,20,431,13800000,5000000,15600000,3300000,' Rejected'
365,2,' Not Graduate',' No',8700000,28000000,12,543,16900000,6000000,22900000,6700000,' Rejected'
1801,2,' Graduate',' No',9300000,21200000,2,509,2800000,2600000,35800000,6600000,' Rejected'
377,5,' Graduate',' Yes',7700000,16800000,20,584,8600000,4800000,23400000,8000000,' Approved'
3653,4,' Not Graduate',' Yes',8400000,19700000,14,889,22400000,5800000,22000000,12100000,' Approved'
2312,5,' Graduate',' Yes',300000,700000,10,586,0,400000,1000000,100000,' Approved'
3146,1,' Not Graduate',' Yes',8900000,22900000,4,757,8200000,11600000,17800000,7800000,' Approved'
2213,4,' Not Graduate',' No',600000,1700000,12,436,400000,0,1700000,700000,' Rejected'
2379,2,' Not Graduate',' Yes',5100000,13300000,14,313,5900000,7900000,18000000,3900000,' Rejected'
237,3,' Graduate',' Yes',900000,3500000,4,770,700000,0,2000000,600000,' Rejected'
481,4,' Not Graduate',' No',8300000,30700000,6,381,21700000,2300000,26700000,4600000,' Rejected'
4264,3,' Graduate',' No',5000000,12700000,14,865,4700000,8100000,19500000,6300000,' Approved'
1922,1,' Graduate',' Yes',7800000,16200000,2,335,4900000,7900000,28700000,6400000,' Rejected'
3722,5,' Graduate',' Yes',500000,1500000,4,476,200000,200000,1100000,700000,' Approved'
319,4,' Graduate',' No',3700000,13200000,4,802,9800000,2400000,12500000,4300000,' Approved'
1827,1,' Graduate',' No',6300000,22000000,20,646,9500000,7900000,13500000,5500000,' Approved'
2318,2,' Graduate',' Yes',2300000,5400000,8,364,4500000,500000,7000000,2000000,' Rejected'
1675,1,' Not Graduate',' No',9800000,21300000,2,356,23000000,12300000,25700000,14600000,' Rejected'
3001,1,' Not Graduate',' Yes',9900000,25700000,2,340,15600000,18800000,29500000,11800000,' Rejected'
3516,1,' Graduate',' No',7900000,25700000,20,681,14900000,3000000,18100000,8800000,' Approved'
3954,4,' Graduate',' No',8400000,28700000,14,878,23400000,8300000,23900000,8600000,' Approved'
72,5,' Graduate',' Yes',5300000,18600000,4,386,2700000,9700000,11900000,4200000,' Approved'
3274,3,' Graduate',' Yes',4000000,8300000,8,531,3700000,7400000,15200000,5900000,' Rejected'
887,5,' Not Graduate',' Yes',4400000,8900000,4,761,8100000,1000000,14200000,3000000,' Approved'
2506,3,' Not Graduate',' No',9000000,19000000,8,693,18300000,4500000,29600000,7200000,' Approved'
3788,3,' Graduate',' Yes',8300000,22700000,2,650,3600000,16000000,18000000,5800000,' Approved'
3636,3,' Not Graduate',' Yes',5400000,16300000,4,512,1600000,3400000,13100000,6000000,' Approved'
3889,1,' Not Graduate',' No',9100000,23300000,18,792,800000,12600000,32100000,12400000,' Approved'
2185,4,' Not Graduate',' No',3300000,7000000,20,504,8200000,3200000,7300000,2500000,' Rejected'
2120,1,' Not Graduate',' No',6600000,20700000,4,415,12800000,11900000,17700000,3900000,' Approved'
1083,1,' Graduate',' No',7500000,28300000,16,707,9700000,1100000,16300000,6700000,' Approved'
663,2,' Not Graduate',' No',5300000,20200000,10,348,9200000,9500000,17300000,6100000,' Rejected'
3610,0,' Not Graduate',' No',1100000,4100000,18,887,400000,1300000,2600000,1300000,' Approved'
14,2,' Graduate',' Yes',9100000,31500000,14,679,10800000,16600000,20900000,5000000,' Approved'
1673,5,' Graduate',' Yes',2000000,6300000,4,366,5300000,2200000,5400000,2800000,' Approved'
2608,4,' Not Graduate',' No',5400000,12600000,18,786,300000,2500000,21000000,6600000,' Approved'
1965,3,' Graduate',' No',3800000,11800000,4,694,0,500000,8300000,5100000,' Approved'
2283,0,' Graduate',' Yes',7500000,16600000,14,440,17200000,14500000,24100000,10300000,' Rejected'
204,2,' Graduate',' Yes',6900000,15600000,6,352,13000000,5300000,22600000,10000000,' Rejected'
1932,3,' Graduate',' No',6300000,17000000,16,388,11700000,2100000,16100000,3200000,' Rejected'
2619,2,' Not Graduate',' Yes',3800000,15000000,14,730,10800000,2900000,10700000,3600000,' Approved'
19,2,' Graduate',' No',2700000,10300000,10,736,1000000,0,6200000,3300000,' Approved'
921,4,' Graduate',' Yes',8900000,20700000,6,684,1100000,9200000,20400000,6700000,' Approved'
3083,4,' Graduate',' No',3900000,11400000,20,867,3800000,1100000,13600000,3200000,' Approved'
3493,2,' Not Graduate',' No',9000000,27300000,14,353,22600000,4400000,26900000,7200000,' Rejected'
2417,2,' Not Graduate',' Yes',1200000,2900000,12,330,400000,1600000,3800000,600000,' Rejected'
3420,3,' Not Graduate',' No',5100000,11000000,16,826,11800000,2900000,12900000,2700000,' Approved'
3016,4,' Graduate',' No',7500000,16200000,4,310,10800000,14300000,14900000,5800000,' Rejected'
2740,5,' Graduate',' No',4900000,13000000,10,865,13300000,3700000,14700000,6500000,' Approved'
3365,1,' Graduate',' Yes',5200000,16300000,6,524,11000000,3400000,20700000,4600000,' Rejected'
3084,5,' Not Graduate',' Yes',8400000,17600000,12,397,13400000,14500000,24500000,7900000,' Rejected'
1048,2,' Graduate',' No',3300000,11800000,4,393,5700000,3700000,6800000,2600000,' Approved'
2073,0,' Graduate',' No',300000,500000,2,885,200000,400000,700000,200000,' Approved'
1221,0,' Graduate',' Yes',9000000,34000000,4,549,2000000,8900000,20000000,12400000,' Approved'
3365,1,' Graduate',' Yes',5200000,16300000,6,524,11000000,3400000,20700000,4600000,' Rejected'
1980,0,' Graduate',' No',8300000,31400000,18,558,13300000,2900000,25900000,6300000,' Approved'
1878,4,' Graduate',' No',4800000,14300000,6,795,5900000,0,11100000,2600000,' Approved'
672,4,' Graduate',' No',7200000,22900000,18,657,14600000,400000,17400000,8800000,' Approved'
3969,4,' Not Graduate',' No',7700000,24500000,20,582,9800000,6600000,29100000,6500000,' Approved'
28,4,' Not Graduate',' Yes',2400000,5600000,4,662,4500000,4200000,5400000,2500000,' Approved'
2912,3,' Graduate',' No',8900000,21300000,10,467,18700000,2600000,31800000,8800000,' Rejected'
349,0,' Not Graduate',' No',2000000,7000000,6,666,0,1200000,4300000,1400000,' Rejected'
598,5,' Graduate',' Yes',700000,1300000,16,362,2100000,1300000,2000000,1000000,' Rejected'
2280,3,' Graduate',' Yes',1000000,2300000,10,303,1000000,400000,2500000,1000000,' Rejected'
1559,4,' Not Graduate',' No',300000,1000000,10,819,700000,300000,900000,200000,' Approved'
1067,0,' Graduate',' No',6800000,20800000,20,819,16500000,11900000,26700000,8000000,' Approved'
1597,1,' Not Graduate',' Yes',8100000,26900000,6,522,23000000,2100000,18700000,4200000,' Rejected'
1017,3,' Not Graduate',' No',1600000,3900000,20,804,900000,2500000,3200000,800000,' Approved'
2367,4,' Graduate',' Yes',3900000,13300000,20,453,9800000,500000,12300000,4700000,' Rejected'
4104,1,' Not Graduate',' No',6300000,17800000,12,770,6000000,3000000,17000000,3200000,' Approved'
2561,4,' Not Graduate',' No',6000000,15800000,18,593,6800000,4800000,13200000,6400000,' Approved'
445,1,' Not Graduate',' Yes',3600000,10300000,12,536,6800000,500000,12200000,2700000,' Rejected'
405,3,' Graduate',' No',500000,1000000,20,501,800000,800000,900000,200000,' Rejected'
2098,5,' Not Graduate',' No',900000,2800000,16,808,2100000,900000,3100000,800000,' Approved'
3210,5,' Graduate',' No',700000,1800000,10,650,1300000,100000,1500000,300000,' Approved'
1894,2,' Graduate',' No',5600000,17200000,16,586,13700000,2100000,14300000,4300000,' Approved'
1653,3,' Graduate',' No',4300000,11200000,6,556,11000000,4300000,14500000,5100000,' Approved'
1449,1,' Graduate',' No',6400000,16900000,2,703,6300000,7300000,15900000,7400000,' Approved'
2583,0,' Graduate',' No',6800000,21700000,20,730,17500000,1300000,18600000,3600000,' Approved'
3668,4,' Not Graduate',' Yes',6300000,16900000,16,582,16000000,3600000,23700000,6000000,' Approved'
4011,3,' Graduate',' Yes',9000000,18600000,16,518,18400000,17600000,28900000,10300000,' Rejected'
1021,0,' Not Graduate',' No',5100000,13600000,18,351,1700000,3700000,14400000,7600000,' Rejected'
1638,3,' Graduate',' No',4500000,12500000,12,469,4100000,7600000,14200000,3400000,' Rejected'
2636,1,' Not Graduate',' Yes',3500000,7400000,16,867,500000,6600000,9500000,2100000,' Approved'
1563,1,' Graduate',' Yes',7600000,19300000,20,835,5800000,2300000,22000000,8200000,' Approved'
1592,1,' Graduate',' No',9500000,23000000,10,627,28500000,11500000,21700000,9100000,' Approved'
2485,5,' Graduate',' No',3100000,10500000,6,584,7700000,2100000,10900000,2900000,' Approved'
3350,2,' Not Graduate',' No',4700000,14600000,20,597,8200000,6000000,14100000,6800000,' Approved'
3719,1,' Graduate',' Yes',9500000,35400000,14,439,400000,1200000,20200000,13500000,' Rejected'
249,0,' Graduate',' No',8400000,20600000,10,477,1500000,1500000,25000000,11900000,' Rejected'
862,1,' Not Graduate',' No',7600000,24600000,12,810,1300000,10500000,30300000,5200000,' Approved'
816,3,' Graduate',' No',6500000,16800000,10,388,9500000,800000,14900000,7200000,' Rejected'
2768,0,' Graduate',' Yes',2600000,7500000,2,853,4200000,3900000,9600000,1400000,' Approved'
3565,5,' Not Graduate',' No',5600000,13600000,4,449,5900000,5700000,18800000,4300000,' Rejected'
2399,5,' Graduate',' No',7300000,17200000,2,345,6100000,8400000,23200000,4900000,' Rejected'
3459,3,' Not Graduate',' Yes',7500000,26000000,2,342,13900000,1900000,26900000,11200000,' Approved'
1584,2,' Not Graduate',' No',3700000,10900000,12,788,1700000,700000,12200000,2600000,' Approved'
1104,3,' Graduate',' No',2700000,7800000,14,870,5400000,5300000,5700000,2100000,' Approved'
1232,4,' Graduate',' Yes',1200000,4600000,6,757,1900000,200000,4800000,1500000,' Approved'
361,1,' Not Graduate',' Yes',9900000,38400000,12,596,10000000,9300000,36500000,6800000,' Approved'
74,3,' Not Graduate',' Yes',5800000,16700000,16,735,3900000,9400000,12600000,5600000,' Approved'
4039,3,' Not Graduate',' Yes',5200000,15000000,20,432,6900000,5000000,15600000,5100000,' Rejected'
507,4,' Not Graduate',' Yes',4200000,15900000,14,375,7200000,7900000,16200000,3000000,' Rejected'
3899,2,' Not Graduate',' Yes',8000000,28100000,18,765,24000000,10500000,17700000,8200000,' Approved'
3373,4,' Graduate',' Yes',7000000,27100000,12,881,8300000,9400000,17200000,9500000,' Approved'
2654,2,' Not Graduate',' No',4400000,14200000,18,799,6300000,7800000,10800000,2400000,' Approved'
2691,0,' Not Graduate',' Yes',8300000,16800000,18,422,8000000,10600000,23300000,11400000,' Rejected'
2657,3,' Not Graduate',' No',3300000,13100000,2,554,6000000,2500000,6700000,3800000,' Approved'
2047,1,' Graduate',' No',9700000,33900000,10,833,24600000,16200000,28300000,6600000,' Approved'
4264,3,' Graduate',' No',5000000,12700000,14,865,4700000,8100000,19500000,6300000,' Approved'
502,2,' Graduate',' No',4700000,12500000,14,375,1300000,6300000,10100000,5400000,' Rejected'
1571,3,' Graduate',' No',2900000,11500000,16,843,2300000,2600000,10700000,4300000,' Approved'
3374,0,' Graduate',' Yes',9300000,24500000,10,600,20200000,700000,32600000,5400000,' Approved'
1323,2,' Graduate',' No',6200000,23400000,8,605,10000000,10800000,21800000,9200000,' Approved'
1964,0,' Graduate',' No',8400000,24300000,4,785,11900000,10100000,26600000,8500000,' Approved'
94,1,' Graduate',' No',1700000,6400000,10,452,900000,1100000,5600000,2100000,' Rejected'
3447,3,' Not Graduate',' Yes',1800000,5700000,14,670,5300000,3100000,3500000,2700000,' Approved'
1879,1,' Graduate',' No',2600000,9900000,6,594,2900000,4300000,6700000,2500000,' Approved'
3668,4,' Not Graduate',' Yes',6300000,16900000,16,582,16000000,3600000,23700000,6000000,' Approved'
3317,1,' Not Graduate',' No',2900000,11500000,20,431,3600000,3800000,5900000,3100000,' Rejected'
2795,3,' Graduate',' Yes',5800000,17600000,6,720,4900000,4200000,18800000,6600000,' Approved'
2450,5,' Graduate',' Yes',5200000,12700000,16,718,11700000,100000,18100000,7200000,' Approved'
1312,3,' Graduate',' Yes',7000000,24200000,2,354,18200000,7000000,15900000,7900000,' Approved'
2947,5,' Graduate',' Yes',3800000,12000000,2,649,6200000,5300000,10300000,4200000,' Approved'
177,4,' Not Graduate',' No',9200000,27200000,12,873,4500000,1800000,33800000,11400000,' Approved'
2111,2,' Graduate',' Yes',1100000,3700000,2,806,2700000,800000,2900000,500000,' Approved'
3386,4,' Graduate',' No',700000,2200000,6,680,300000,200000,2500000,300000,' Approved'
293,3,' Graduate',' Yes',3600000,10700000,16,312,2300000,1600000,13100000,5200000,' Rejected'
123,1,' Not Graduate',' No',8500000,32900000,10,570,5100000,6200000,20500000,5500000,' Approved'
2569,3,' Not Graduate',' Yes',4400000,16300000,20,561,5500000,8000000,12000000,4000000,' Approved'
3631,4,' Graduate',' Yes',2900000,5900000,18,621,200000,3100000,8500000,3500000,' Approved'
3799,0,' Graduate',' Yes',2900000,7200000,16,332,3600000,5700000,7600000,3600000,' Rejected'
