Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
GMC,'Yukon XL','SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29,223
MINI,'John Cooper Works Convertible',MINICOMPACT,2,4,AS6,Z,9.4,7.2,8.4,34,197
CADILLAC,ATS,COMPACT,2,4,M6,Z,12,8.1,10.3,27,240
GMC,YUKON,'SUV - STANDARD',5.3,8,A6,E,21.5,14.6,18.4,15,294
MERCEDES-BENZ,'G 63 AMG','SUV - STANDARD',5.5,8,AS7,Z,20,16.6,18.5,15,426
CHEVROLET,TRAX,'SUV - SMALL',1.4,4,AS6,X,9.4,7.1,8.4,34,193
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,X,7.7,6.1,7,40,161
DODGE,'Challenger SRT Hellcat',MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
LAMBORGHINI,'Aventador Roadster',TWO-SEATER,6.5,12,AM7,Z,26.6,15.8,21.7,13,493
CHEVROLET,'Equinox AWD','SUV - SMALL',1.5,4,A6,X,9.3,7.8,8.6,33,207
GMC,'YUKON XL 4WD','SUV - STANDARD',6.2,8,A8,Z,16.4,11.7,14.3,20,334
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,13.7,8.2,11.2,25,263
CHEVROLET,'SONIC 5','STATION WAGON - SMALL',1.4,4,AS6,X,9,6.8,8,35,188
AUDI,A8L,FULL-SIZE,3,6,AS8,Z,13.1,8.8,11.2,25,258
JAGUAR,'E-PACE P250','SUV - SMALL',2,4,AS9,Z,11,8.4,9.8,29,231
JAGUAR,'F-TYPE S COUPE',TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253
JEEP,'RENEGADE 4X4','SUV - SMALL',2.4,4,A9,X,11.2,8.2,9.8,29,230
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',3.5,6,A6,X,13.2,9.7,11.6,24,272
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.3,10.5,12.6,22,294
MITSUBISHI,'OUTLANDER 4WD','SUV - SMALL',3,6,AS6,Z,11.5,8.4,10.1,28,232
HONDA,'CIVIC COUPE',COMPACT,1.5,4,AV,X,7.5,5.6,6.7,42,155
MERCEDES-BENZ,'GLE 550 4MATIC','SUV - STANDARD',4.7,8,A9,Z,15.2,11.4,13.5,21,317
RAM,'1500 4X4 ECODIESEL','PICKUP TRUCK - STANDARD',3,6,A8,D,12.3,8.8,10.8,26,289
FORD,'FOCUS FFV',COMPACT,2,4,A6,X,8.8,6.4,7.7,37,177
VOLVO,'V60 CC T5 AWD','STATION WAGON - SMALL',2,4,AS8,X,10.8,7.8,9.4,30,220
GMC,'Sierra 4WD','PICKUP TRUCK - STANDARD',5.3,8,A8,X,15.3,11.2,13.5,21,316
CHEVROLET,Blazer,'SUV - SMALL',3.6,6,A9,X,12,9,10.6,27,250
PORSCHE,'911 CARRERA S',MINICOMPACT,3.8,6,AM7,Z,12.1,8.7,10.6,27,244
DODGE,'CHALLENGER SRT (MDS)',MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9,6.7,8,35,187
MITSUBISHI,'OUTLANDER 4WD','SUV - SMALL',3,6,AS6,Z,11.5,8.5,10.2,28,235
CHEVROLET,'SUBURBAN 4WD FFV','SUV - STANDARD',5.3,8,A6,X,15.3,10.9,13.3,21,312
BMW,'328i xDRIVE GRAN TURISMO',FULL-SIZE,2,4,A8,Z,10.6,7.2,9.1,31,209
BUICK,VERANO,COMPACT,2,4,AS6,Z,11.4,7.9,9.8,29,231
MINI,'John Cooper Works Countryman ALL4',MID-SIZE,2,4,AS8,Z,10,7.8,9,31,210
MASERATI,'GHIBLI AWD',MID-SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
BUICK,'REGAL eASSIST',MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,193
JEEP,'Wrangler JL 4X4','SUV - SMALL',2,4,A8,X,10.5,9.4,10,28,233
JEEP,'NEW WRANGLER UNLIMITED 4X4','SUV - SMALL',3.6,6,A8,X,12.9,10.2,11.7,24,275
SUBARU,'IMPREZA WAGON AWD','STATION WAGON - SMALL',2,4,M5,X,9.6,7.1,8.5,33,196
JEEP,'NEW WRANGLER UNLIMITED 4X4','SUV - SMALL',3.6,6,A8,X,12.9,10.2,11.7,24,275
MITSUBISHI,'RVR 4WD','SUV - SMALL',2.4,4,AV6,X,10.4,8.5,9.6,29,221
VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,11.4,7.4,9.6,29,221
BMW,'X4 M40i','SUV - SMALL',3,6,AS8,Z,12.8,9.5,11.3,25,264
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AS8,Z,11.3,8,9.8,29,230
BMW,340i,COMPACT,3,6,M6,Z,12.1,8.1,10.3,27,240
JEEP,'GRAND CHEROKEE 4X4','SUV - STANDARD',5.7,8,A8,X,16.6,10.7,14,20,328
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8,6.1,7.2,39,166
BUICK,'REGAL eASSIST',MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,193
DODGE,'CHARGER SRT 392 HEMI',FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,297
LINCOLN,'MKT AWD','SUV - STANDARD',3.5,6,AS6,X,14.8,10.4,12.8,22,294
MERCEDES-BENZ,'S 560 4MATIC',FULL-SIZE,4,8,A9,Z,13.5,8.6,11.3,25,265
CADILLAC,'CTS SEDAN Vsport',MID-SIZE,3.6,6,AS8,Z,15.1,9.9,12.8,22,294
'ASTON MARTIN','DB11 V12',MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
MITSUBISHI,'OUTLANDER 4WD','SUV - SMALL',3,6,AS6,Z,11.5,8.5,10.2,28,235
JEEP,'NEW COMPASS 4X4','SUV - SMALL',2.4,4,M6,X,10.8,7.6,9.4,30,221
BMW,'335i xDRIVE SEDAN',COMPACT,3,6,AS8,Z,11.9,7.8,10,28,230
MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,186
PORSCHE,'Macan S','SUV - SMALL',3,6,AM7,Z,12.9,10.2,11.7,24,272
CHEVROLET,'Camaro SS',SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,297
BMW,'328d xDRIVE',COMPACT,2,4,AS8,D,7.8,5.9,7,40,184
JAGUAR,'F-TYPE Coupe',TWO-SEATER,3,6,M6,Z,14.9,9.8,12.6,22,296
RAM,'1500 4X4 (MDS)','PICKUP TRUCK - STANDARD',5.7,8,A6,X,17.7,12.7,15.4,18,362
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13,9.5,11.4,25,267
VOLKSWAGEN,'GOLF ALLTRACK','STATION WAGON - SMALL',1.8,4,AM6,X,10.7,8,9.4,30,220
CHEVROLET,Equinox,'SUV - SMALL',1.5,4,A6,X,9.2,7.3,8.3,34,196
VOLKSWAGEN,'BEETLE CONVERTIBLE',SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,32,200
HONDA,FIT,'STATION WAGON - SMALL',1.5,4,AV,X,7,5.9,6.5,43,151
TOYOTA,'TACOMA 4WD','PICKUP TRUCK - SMALL',4,6,A5,X,14.8,11.6,13.4,21,308
BMW,'430i xDRIVE CABRIOLET',SUBCOMPACT,2,4,AS8,Z,10.7,7.3,9.1,31,214
VOLKSWAGEN,'BEETLE CONVERTIBLE',SUBCOMPACT,2,4,AS6,X,9,7.2,8.2,34,191
INFINITI,'Q60 AWD COUPE',SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
BUICK,VERANO,COMPACT,2,4,AS6,Z,11.4,7.9,9.8,29,231
FORD,'Mustang Convertible',SUBCOMPACT,2.3,4,AS10,X,11.9,8.4,10.4,27,243
JAGUAR,'XJ AWD',FULL-SIZE,3,6,AS8,Z,14.6,9.6,12.4,23,285
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE I','SUV - SMALL',3.2,6,A9,X,11.6,8.6,10.3,27,241
'LAND ROVER','Discovery Sport P290','SUV - SMALL',2,4,AS9,Z,12.3,9.8,11.1,25,262
LAMBORGHINI,'AVENTADOR ROADSTER LP 740',TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
FORD,ECOSPORT,'SUV - SMALL',1,3,AS6,X,8.6,8.1,8.4,34,195
PORSCHE,'911 TARGA 4',MINICOMPACT,3.4,6,M7,Z,12.9,9,11.1,25,255
AUDI,S4,COMPACT,3,6,A7,Z,13.2,9.2,11.4,25,262
DODGE,'Charger AWD FFV',FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248
VOLVO,'XC70 T5','SUV - SMALL',2,4,AS8,X,10.3,7.6,9.1,31,213
GMC,Canyon,'PICKUP TRUCK - SMALL',3.6,6,A8,X,13.4,9.6,11.7,24,273
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.5,6,47,141
CHEVROLET,'EXPRESS 3500 PASSENGER','VAN - PASSENGER',6,8,A6,X,22.2,15.1,19,15,437
TOYOTA,'RAV4 AWD','SUV - SMALL',2.5,4,AS8,X,9.2,7.1,8.2,34,194
BMW,'X1 xDRIVE35i','SUV - SMALL',3,6,A6,Z,13.2,8.9,11.3,25,260
DODGE,'CHARGER SRT 392 HEMI',FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,297
CHEVROLET,'CRUZE DIESEL',COMPACT,1.6,4,M6,D,7.8,4.6,6.3,45,170
PORSCHE,'CAYENNE TURBO','SUV - STANDARD',4.8,8,A8,Z,16.7,11.2,14.2,20,334
PORSCHE,'911 CARRERA S CABRIOLET',MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4,27,243
JAGUAR,'XJR LWB',FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313
CHEVROLET,'SILVERADO FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,X,14.6,10.3,12.7,22,298
HONDA,'Civic Coupe',COMPACT,2,4,AV,X,7.8,6.1,7.1,40,164
KIA,'OPTIMA HYBRID',MID-SIZE,2,4,AS6,X,6,5.1,5.6,50,132
DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
VOLKSWAGEN,'GOLF SPORTWAGON TDI (modified)','STATION WAGON - SMALL',2,4,M6,D,7.6,5.5,6.7,42,179
PORSCHE,CAYENNE,'SUV - STANDARD',3.6,6,A8,Z,12.9,9.7,11.5,25,268
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE I','SUV - SMALL',3.2,6,A9,X,11.6,8.6,10.3,27,241
KIA,'Sorento AWD','SUV - SMALL',3.3,6,AS8,X,12.3,9.5,11.1,25,261
TOYOTA,'SEQUOIA 4WD','SUV - STANDARD',5.7,8,AS6,X,19,13.9,16.7,17,384
BMW,'Z4 sDrive30i',TWO-SEATER,2,4,AS8,Z,9.5,7.4,8.5,33,200
VOLKSWAGEN,JETTA,COMPACT,2,4,AM6,X,9.8,7,8.6,33,201
ACURA,'MDX SH-AWD','SUV - SMALL',3.5,6,AS9,Z,12.3,9.2,10.9,26,254
MINI,'COOPER CLUBMAN ALL4',MID-SIZE,1.5,3,AS8,Z,10.2,7.8,9.1,31,213
RAM,'1500 4X4 FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,E,20.7,14.7,18,16,300
JAGUAR,'XE 25t AWD',COMPACT,2,4,AS8,Z,9.8,6.9,8.5,33,200
BMW,'X4 M40i','SUV - SMALL',3,6,AS8,Z,11.9,8.7,10.4,27,245
RAM,'1500 ECODIESEL HFE','PICKUP TRUCK - STANDARD',3,6,A8,D,11.3,8,9.8,29,264
MERCEDES-BENZ,'CL 550 4MATIC',COMPACT,4.7,8,AS7,Z,15.4,10.4,13.2,21,304
LEXUS,'GS 350 AWD',MID-SIZE,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
BMW,'750Li xDRIVE SEDAN',FULL-SIZE,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
'ASTON MARTIN','DB11 V8',MINICOMPACT,4,8,A8,Z,13,9.8,11.5,25,271
VOLVO,'S60 AWD',COMPACT,2.5,5,AS6,X,11.6,8.3,10.1,28,232
CHEVROLET,'Camaro ZL1',SUBCOMPACT,6.2,8,M6,Z,17.2,12,14.9,19,349
TOYOTA,'RAV4 AWD','SUV - SMALL',2.5,4,AS8,X,9.2,7.1,8.3,34,190
HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29,221
RAM,'1500 eTorque','PICKUP TRUCK - STANDARD',3.6,6,A8,X,11.9,9.4,10.8,26,253
AUDI,'A3 TDI (modified)',SUBCOMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177
CHEVROLET,'SUBURBAN 4WD FFV','SUV - STANDARD',5.3,8,A6,X,15.3,10.9,13.3,21,312
MERCEDES-BENZ,'AMG GT R Coupe',TWO-SEATER,4,8,AM7,Z,15.9,11.8,14,20,327
KIA,SOUL,'STATION WAGON - SMALL',1.6,4,AS6,X,9.4,7.8,8.7,32,205
JEEP,'Cherokee 4X4 Active Drive II','SUV - SMALL',2,4,A9,X,11.5,8.6,10.2,28,240
CHEVROLET,'EQUINOX AWD','SUV - SMALL',3.6,6,A6,E,19.8,13.6,17,17,272
FORD,'EcoSport AWD','SUV - SMALL',2,4,AS6,X,10.2,8,9.3,30,218
RAM,'1500 4X4 (MDS)','PICKUP TRUCK - STANDARD',5.7,8,A6,X,17.7,12.7,15.4,18,362
CHEVROLET,CAMARO,COMPACT,3.6,6,M6,X,14,8.4,11.5,25,265
HONDA,HR-V,'SUV - SMALL',1.8,4,AV7,X,8.3,6.7,7.6,37,177
HONDA,'ACCORD COUPE',MID-SIZE,3.5,6,M6,X,12.9,8.4,10.9,26,254
LEXUS,'LS 600h L',MID-SIZE,5,8,AV8,Z,12.7,10.1,11.5,25,268
JAGUAR,'F-TYPE SVR AWD Coupe',TWO-SEATER,5,8,AS8,Z,15.2,9.8,12.7,22,299
MASERATI,'QUATTROPORTE S',FULL-SIZE,3,6,AS8,Z,14.9,10.3,13.1,22,300
LEXUS,'NX 300h AWD','SUV - SMALL',2.5,4,AV6,X,7.2,7.9,7.5,38,176
'LAND ROVER','RANGE ROVER SPORT SUPERCHARGED','SUV - STANDARD',5,8,AS8,E,24,16.6,20.7,14,331
LEXUS,'LS 500',MID-SIZE,3.4,6,AS10,Z,12.2,7.8,10.2,28,240
FORD,'Fiesta ST',SUBCOMPACT,1.6,4,M6,X,9.2,7.4,8.4,34,196
DODGE,'Challenger SRT Hellcat',MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
CHEVROLET,Tahoe,'SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
LINCOLN,'CONTINENTAL AWD',FULL-SIZE,3,6,AS6,X,14.4,9.7,12.3,23,288
MERCEDES-BENZ,'AMG C 43 4MATIC Wagon','STATION WAGON - SMALL',3,6,A9,Z,12.4,8.9,10.8,26,255
'ASTON MARTIN','DB11 V12',MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
CHEVROLET,'CRUZE LIMITED ECO',MID-SIZE,1.4,4,M6,X,8.4,5.6,7.1,40,167
HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221
GMC,Acadia,'SUV - STANDARD',2.5,4,A6,X,11.1,9.2,10.2,28,237
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6,A6,X,14.2,9.5,12.1,23,284
HONDA,HR-V,'SUV - SMALL',1.8,4,M6,X,9.3,7,8.3,34,193
DODGE,'CHALLENGER SRT (MDS)',MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
CHEVROLET,Spark,SUBCOMPACT,1.4,4,M5,X,8,6.2,7.2,39,170
MASERATI,'Ghibli S',MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286
GMC,'Sierra WT 4WD','PICKUP TRUCK - STANDARD',2.7,4,A8,X,12.7,11,12,24,280
KIA,CADENZA,FULL-SIZE,3.3,6,AS8,X,11.5,8.5,10.2,28,237
HONDA,'CIVIC COUPE',COMPACT,2,4,AV,X,7.8,5.8,6.9,41,162
PORSCHE,'CAYENNE TURBO S','SUV - STANDARD',4.8,8,A8,Z,18,11.9,15.2,19,358
HONDA,'Civic Hatchback Sport',FULL-SIZE,1.5,4,M6,Z,8,6.2,7.2,39,167
ACURA,'MDX HYBRID AWD','SUV - SMALL',3,6,AM7,Z,9.1,9,9,31,210
MAZDA,CX-9,'SUV - SMALL',3.7,6,AS6,X,14.2,10,12.3,23,283
FORD,'Mustang Convertible',SUBCOMPACT,2.3,4,AS10,X,11.9,8.4,10.4,27,243
LEXUS,'GS 350 AWD',MID-SIZE,3.5,6,AS6,Z,12.5,9.1,11,26,253
CHEVROLET,'SONIC 5','STATION WAGON - SMALL',1.4,4,AS6,X,9,6.8,8,35,188
CHEVROLET,'SILVERADO 4WD','PICKUP TRUCK - STANDARD',6.2,8,A8,Z,16,11.7,14.1,20,330
MINI,'COOPER 3 DOOR',SUBCOMPACT,1.5,3,AS6,Z,8.5,6.3,7.5,38,172
MERCEDES-BENZ,'AMG GT S COUPE',TWO-SEATER,4,8,AM7,Z,14.5,10.8,12.8,22,302
FORD,'ESCAPE AWD','SUV - SMALL',2,4,AS6,X,11.4,8.4,10.1,28,232
CHEVROLET,'EXPRESS 2500 PASSENGER FFV','VAN - PASSENGER',6,8,A6,E,30.3,20.5,25.9,11,414
FORD,'TAURUS FFV AWD',FULL-SIZE,3.5,6,AS6,X,13.6,9.9,12.4,23,291
JAGUAR,'F-TYPE S COUPE',TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253
MITSUBISHI,'ECLIPSE CROSS 4WD','SUV - SMALL',1.5,4,AV8,X,9.6,8.9,9.3,30,216
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AS8,Z,11.3,8,9.8,29,225
GMC,'YUKON DENALI XL AWD','SUV - STANDARD',6.2,8,A6,E,25.7,17.8,22.1,13,354
LINCOLN,'NAVIGATOR 4X4 FFV','SUV - STANDARD',5.4,8,A6,E,24.5,18,21.6,13,346
JAGUAR,'F-PACE 25t','SUV - SMALL',2,4,AS8,Z,10.7,8.8,9.9,29,227
VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29,223
PORSCHE,'911 CARRERA S',MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5,27,245
MERCEDES-BENZ,'METRIS CARGO','SPECIAL PURPOSE VEHICLE',2,4,AS7,Z,11.1,9.1,10.2,28,240
DODGE,'Challenger SRT Hellcat',MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
GMC,YUKON,'SUV - STANDARD',5.3,8,A6,E,21.5,14.6,18.4,15,294
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12,8.1,10.3,27,237
JAGUAR,'XJ SUPERCHARGED',FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,281
CADILLAC,CTS,MID-SIZE,2,4,AS6,Z,11.5,7.9,9.9,29,228
CHEVROLET,'SONIC RS',COMPACT,1.4,4,M6,X,8.9,7,8,35,189
RAM,'1500 4X4 ECODIESEL','PICKUP TRUCK - STANDARD',3,6,A8,D,12.3,8.8,10.8,26,289
CHEVROLET,'EQUINOX FFV','SUV - SMALL',2.4,4,A6,E,15.6,10.8,13.4,21,221
MITSUBISHI,'RVR 4WD','SUV - SMALL',2.4,4,AV6,X,10.5,8.6,9.6,29,223
GMC,Canyon,'PICKUP TRUCK - SMALL',2.5,4,M6,X,11.9,9.2,10.7,26,251
'LAND ROVER',LR4,'SUV - STANDARD',3,6,AS8,Z,16.2,12.1,14.3,20,336
FORD,'E350 WAGON FFV','VAN - PASSENGER',5.4,8,A4,E,26.7,20.5,23.9,12,382
FORD,'F-150 (LT Tire Pkg)','PICKUP TRUCK - STANDARD',3.5,6,AS10,X,13,10.2,11.7,24,274
HONDA,'CR-V AWD','SUV - SMALL',1.5,4,AV,X,8.7,7.4,8.1,35,189
LINCOLN,'Continental AWD',FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,6.9,8.9,32,209
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',5.3,8,A6,E,19.9,13.8,17.2,16,275
VOLKSWAGEN,'Golf SportWagen 4MOTION','STATION WAGON - SMALL',1.8,4,AM6,X,10.8,8.1,9.6,29,224
RAM,'1500 Classic FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,X,13.9,9.6,11.9,24,280
PORSCHE,BOXSTER,TWO-SEATER,2,4,AM7,Z,10.5,8,9.4,30,219
GMC,SIERRA,'PICKUP TRUCK - STANDARD',5.3,8,A8,X,14.9,10.9,13.1,22,307
MINI,'COOPER 5 DOOR',SUBCOMPACT,1.5,3,M6,Z,8.2,5.9,7.2,39,166
CHRYSLER,'TOWN & COUNTRY FFV',MINIVAN,3.6,6,A6,X,14.1,9.5,12,24,276
VOLKSWAGEN,'Jetta GLI',COMPACT,2,4,M6,X,9.6,7.1,8.5,33,198
PORSCHE,'911 CARRERA S CABRIOLET',MINICOMPACT,3,6,M7,Z,12.1,8.3,10.4,27,243
BMW,'M5 Sedan',MID-SIZE,4.4,8,AS8,Z,16,11,13.8,20,322
FORD,'F-150 4X4 (LT Tire Pkg)','PICKUP TRUCK - STANDARD',3,6,AS10,D,11.8,9.3,10.7,26,287
HONDA,'ACCORD COUPE',MID-SIZE,3.5,6,M6,X,12.9,8.4,10.9,26,254
HYUNDAI,'ELANTRA GT',FULL-SIZE,2,4,AS6,X,9.4,7.2,8.4,34,198
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,6.9,8.9,32,209
FORD,F-150,'PICKUP TRUCK - STANDARD',2.7,6,AS6,X,12.2,9.3,10.9,26,256
JAGUAR,'XJR  LWB',FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313
MITSUBISHI,RVR,'SUV - SMALL',2,4,M5,X,10.3,8,9.3,30,214
CHEVROLET,'TAHOE 4WD FFV','SUV - STANDARD',5.3,8,A6,X,15.2,10.8,13.2,21,310
MERCEDES-BENZ,'AMG S 65 Coupe',COMPACT,6,12,A9,Z,17.6,11,14.6,19,343
BMW,'435i xDRIVE CABRIOLET',SUBCOMPACT,3,6,AS8,Z,12.1,8.1,10.3,27,237
PORSCHE,'PANAMERA TURBO',FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,300
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6,37,175
BUICK,ENCLAVE,'SUV - STANDARD',3.6,6,A6,X,14.3,9.9,12.3,23,283
LINCOLN,'Continental AWD',FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
GMC,'SIERRA FFV','PICKUP TRUCK - STANDARD',4.3,6,A6,X,13.5,10,11.9,24,280
FORD,'EDGE AWD','SUV - SMALL',2,4,AS6,X,11.8,8.4,10.3,27,240
PORSCHE,'Panamera 4 ST',FULL-SIZE,3,6,AM8,Z,12.2,8.9,10.7,26,250
LAMBORGHINI,'Huracan Performante Spyder',TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370
INFINITI,'Q60 AWD',SUBCOMPACT,2,4,AS7,Z,11.2,8.5,10,28,233
MINI,'John Cooper Works Convertible',MINICOMPACT,2,4,M6,Z,10.8,7.7,9.4,30,220
'LAND ROVER',LR4,'SUV - STANDARD',3,6,AS8,Z,16.2,12.1,14.3,20,336
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9,6.6,7.9,36,186
SUBARU,'FORESTER AWD','SUV - SMALL',2.5,4,M6,X,10.9,8.3,9.7,29,228
DODGE,'CHALLENGER (MDS)',MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
KIA,RONDO,'STATION WAGON - MID-SIZE',2,4,M6,X,10.8,7.4,9.3,30,214
GMC,ACADIA,'SUV - STANDARD',2.5,4,A6,X,11,9.2,10.2,28,239
DODGE,'Grand Caravan',MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276
MINI,'COOPER CLUBMAN ALL4',MID-SIZE,1.5,3,AS8,Z,10.2,7.8,9.1,31,213
PORSCHE,'Panamera GTS ST',FULL-SIZE,4,8,AM8,Z,15.7,10.5,13.4,21,313
CHEVROLET,'EQUINOX AWD FFV','SUV - SMALL',2.4,4,A6,E,16.3,11.8,14.2,20,234
BMW,'335i xDRIVE SEDAN',COMPACT,3,6,AS8,Z,11.9,7.8,10,28,230
TOYOTA,Corolla,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178
BMW,'230i COUPE',SUBCOMPACT,2,4,M6,Z,11.1,7.3,9.4,30,219
'ALFA ROMEO','Stelvio AWD Quadrifoglio','SUV - SMALL',2.9,6,A8,Z,13.9,10.3,12.3,23,288
CHEVROLET,Tahoe,'SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
BUICK,ENCLAVE,'SUV - STANDARD',3.6,6,A6,X,14.3,9.9,12.3,23,283
VOLVO,'V60 POLESTAR','STATION WAGON - SMALL',2,4,AS8,Z,11.8,8.5,10.3,27,241
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200
'ASTON MARTIN','V8 VANTAGE',TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
RAM,'1500 4X4','PICKUP TRUCK - STANDARD',5.7,8,A6,X,18.7,13.3,16.3,17,382
PORSCHE,'911 CARRERA 4 GTS',MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25,255
JAGUAR,'XJR LWB',FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313
CHEVROLET,'MALIBU LIMITED',MID-SIZE,2.5,4,AS6,X,10,7,8.6,33,202
HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9,31,210
FORD,'ESCAPE AWD','SUV - SMALL',1.5,4,AS6,X,10.7,8.3,9.6,29,226
MERCEDES-BENZ,'AMG S 65 Coupe',COMPACT,6,12,A9,Z,17.6,11,14.6,19,343
FORD,'TRANSIT CONNECT TAXI','SPECIAL PURPOSE VEHICLE',1.6,4,AS6,X,11.5,8.3,10.1,28,232
PORSCHE,CAYMAN,TWO-SEATER,2,4,M6,Z,11,8.3,9.8,29,229
FIAT,'500 CABRIO',MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
GMC,'YUKON XL','SUV - STANDARD',5.3,8,A6,X,15.1,10.4,13,22,305
MINI,'COOPER 5 DOOR',SUBCOMPACT,1.5,3,AS6,Z,8.5,6.3,7.5,38,172
CHEVROLET,TRAX,'SUV - SMALL',1.4,4,AS6,X,9.4,7.1,8.4,34,193
PORSCHE,MACAN,'SUV - SMALL',2,4,A7,Z,11.6,9.3,10.6,27,248
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36,181
